[2025-11-07T04:50:13.846949] LAT:12.971099, LON:79.155084, ALT:312.2, SPD:1.08, SAT:6, BAT:3.9, RSSI:-47
[2025-11-07T04:38:07.323591] LAT:12.971407, LON:79.152347, ALT:305.3, SPD:0.58, SAT:6, BAT:3.615, RSSI:-75
[2025-11-07T04:38:05.309739] LAT:12.9714, LON:79.152354, ALT:310.1, SPD:2.42, SAT:5, BAT:3.615, RSSI:-59
[2025-11-07T04:38:03.298198] LAT:12.971391, LON:79.152358, ALT:313.5, SPD:1.57, SAT:9, BAT:3.615, RSSI:-57
[2025-11-07T04:38:01.277323] LAT:12.971381, LON:79.152359, ALT:305.3, SPD:2.17, SAT:7, BAT:3.615, RSSI:-49
[2025-11-07T04:37:59.262391] LAT:12.971371, LON:79.152357, ALT:308.0, SPD:1.65, SAT:5, BAT:3.615, RSSI:-63
[2025-11-07T04:37:57.245648] LAT:12.971362, LON:79.152359, ALT:308.9, SPD:0.52, SAT:9, BAT:3.616, RSSI:-46
[2025-11-07T04:37:55.231260] LAT:12.971353, LON:79.152365, ALT:311.3, SPD:1.81, SAT:6, BAT:3.616, RSSI:-63
[2025-11-07T04:37:53.220151] LAT:12.971346, LON:79.152372, ALT:313.1, SPD:2.01, SAT:7, BAT:3.616, RSSI:-69
[2025-11-07T04:37:51.181780] LAT:12.971342, LON:79.152381, ALT:314.5, SPD:1.55, SAT:6, BAT:3.616, RSSI:-63
[2025-11-07T04:37:49.148537] LAT:12.971341, LON:79.152391, ALT:305.9, SPD:1.03, SAT:9, BAT:3.616, RSSI:-52
[2025-11-07T04:37:47.134076] LAT:12.971344, LON:79.1524, ALT:312.0, SPD:1.7, SAT:8, BAT:3.617, RSSI:-67
[2025-11-07T04:37:45.121010] LAT:12.971351, LON:79.152407, ALT:314.5, SPD:0.91, SAT:9, BAT:3.617, RSSI:-57
[2025-11-07T04:37:43.106751] LAT:12.97136, LON:79.152411, ALT:312.3, SPD:1.76, SAT:5, BAT:3.617, RSSI:-48
[2025-11-07T04:37:41.092822] LAT:12.971368, LON:79.152418, ALT:314.2, SPD:1.03, SAT:5, BAT:3.617, RSSI:-62
[2025-11-07T04:37:39.077877] LAT:12.971377, LON:79.152422, ALT:308.2, SPD:0.98, SAT:8, BAT:3.617, RSSI:-73
[2025-11-07T04:37:37.065204] LAT:12.971386, LON:79.152426, ALT:306.2, SPD:2.37, SAT:7, BAT:3.618, RSSI:-56
[2025-11-07T04:37:35.049373] LAT:12.971396, LON:79.152428, ALT:310.9, SPD:1.37, SAT:9, BAT:3.618, RSSI:-48
[2025-11-07T04:37:33.035821] LAT:12.971404, LON:79.152434, ALT:311.6, SPD:1.99, SAT:9, BAT:3.618, RSSI:-56
[2025-11-07T04:37:31.020205] LAT:12.971413, LON:79.152437, ALT:308.2, SPD:1.59, SAT:6, BAT:3.618, RSSI:-53
[2025-11-07T04:37:29.008110] LAT:12.971423, LON:79.152437, ALT:307.3, SPD:1.55, SAT:6, BAT:3.618, RSSI:-62
[2025-11-07T04:37:26.995354] LAT:12.971433, LON:79.152439, ALT:310.9, SPD:1.79, SAT:9, BAT:3.619, RSSI:-74
[2025-11-07T04:37:24.984617] LAT:12.971443, LON:79.152436, ALT:313.0, SPD:2.25, SAT:9, BAT:3.619, RSSI:-66
[2025-11-07T04:37:22.973674] LAT:12.97145, LON:79.15243, ALT:306.0, SPD:2.13, SAT:8, BAT:3.619, RSSI:-53
[2025-11-07T04:37:20.963106] LAT:12.971455, LON:79.152421, ALT:313.8, SPD:1.48, SAT:7, BAT:3.619, RSSI:-62
[2025-11-07T04:37:18.948584] LAT:12.971456, LON:79.152411, ALT:313.1, SPD:1.32, SAT:6, BAT:3.619, RSSI:-75
[2025-11-07T04:37:16.936591] LAT:12.971457, LON:79.152401, ALT:307.9, SPD:1.01, SAT:6, BAT:3.62, RSSI:-70
[2025-11-07T04:37:14.926220] LAT:12.971463, LON:79.152392, ALT:314.6, SPD:2.16, SAT:6, BAT:3.62, RSSI:-66
[2025-11-07T04:37:12.912007] LAT:12.971468, LON:79.152384, ALT:306.5, SPD:0.61, SAT:6, BAT:3.62, RSSI:-48
[2025-11-07T04:37:10.898863] LAT:12.971473, LON:79.152375, ALT:311.3, SPD:1.51, SAT:6, BAT:3.62, RSSI:-57
[2025-11-07T04:37:08.889345] LAT:12.971472, LON:79.152365, ALT:309.8, SPD:0.81, SAT:7, BAT:3.621, RSSI:-72
[2025-11-07T04:37:06.874623] LAT:12.971471, LON:79.152355, ALT:305.9, SPD:2.14, SAT:9, BAT:3.621, RSSI:-72
[2025-11-07T04:37:04.857252] LAT:12.971466, LON:79.152347, ALT:311.0, SPD:1.65, SAT:5, BAT:3.621, RSSI:-70
[2025-11-07T04:37:02.841949] LAT:12.97146, LON:79.152339, ALT:314.5, SPD:1.82, SAT:9, BAT:3.621, RSSI:-57
[2025-11-07T04:37:00.828394] LAT:12.971454, LON:79.152331, ALT:312.4, SPD:2.43, SAT:5, BAT:3.622, RSSI:-49
[2025-11-07T04:36:58.814959] LAT:12.971445, LON:79.152325, ALT:310.2, SPD:1.72, SAT:8, BAT:3.622, RSSI:-47
[2025-11-07T04:36:56.800029] LAT:12.971435, LON:79.152324, ALT:310.5, SPD:1.03, SAT:7, BAT:3.622, RSSI:-71
[2025-11-07T04:36:54.787130] LAT:12.971426, LON:79.152328, ALT:314.4, SPD:1.05, SAT:7, BAT:3.622, RSSI:-51
[2025-11-07T04:36:52.771831] LAT:12.971417, LON:79.152333, ALT:314.5, SPD:1.86, SAT:7, BAT:3.622, RSSI:-65
[2025-11-07T04:36:50.758883] LAT:12.971408, LON:79.152337, ALT:314.5, SPD:1.28, SAT:9, BAT:3.623, RSSI:-65
[2025-11-07T04:36:48.746505] LAT:12.971399, LON:79.152339, ALT:310.4, SPD:1.02, SAT:7, BAT:3.623, RSSI:-64
[2025-11-07T04:36:46.734359] LAT:12.971389, LON:79.152338, ALT:312.5, SPD:1.02, SAT:6, BAT:3.623, RSSI:-73
[2025-11-07T04:36:44.718233] LAT:12.971379, LON:79.152338, ALT:312.3, SPD:0.76, SAT:7, BAT:3.623, RSSI:-61
[2025-11-07T04:36:42.705624] LAT:12.971369, LON:79.152338, ALT:307.0, SPD:2.45, SAT:9, BAT:3.623, RSSI:-73
[2025-11-07T04:36:40.693260] LAT:12.971359, LON:79.152336, ALT:313.1, SPD:2.0, SAT:7, BAT:3.624, RSSI:-70
[2025-11-07T04:36:38.680469] LAT:12.97135, LON:79.152332, ALT:314.1, SPD:1.35, SAT:7, BAT:3.624, RSSI:-69
[2025-11-07T04:36:36.665745] LAT:12.971342, LON:79.152326, ALT:312.7, SPD:1.03, SAT:7, BAT:3.624, RSSI:-47
[2025-11-07T04:36:34.651853] LAT:12.971332, LON:79.152323, ALT:312.9, SPD:2.29, SAT:5, BAT:3.624, RSSI:-58
[2025-11-07T04:36:32.637427] LAT:12.971324, LON:79.152318, ALT:309.3, SPD:0.88, SAT:6, BAT:3.624, RSSI:-72
[2025-11-07T04:36:30.624139] LAT:12.971315, LON:79.152315, ALT:313.9, SPD:1.76, SAT:7, BAT:3.625, RSSI:-64
[2025-11-07T04:36:28.612377] LAT:12.971305, LON:79.152316, ALT:313.1, SPD:1.01, SAT:9, BAT:3.625, RSSI:-46
[2025-11-07T04:36:26.599665] LAT:12.971295, LON:79.152313, ALT:312.6, SPD:2.14, SAT:8, BAT:3.625, RSSI:-58
[2025-11-07T04:36:24.586036] LAT:12.971286, LON:79.152309, ALT:309.4, SPD:1.07, SAT:9, BAT:3.625, RSSI:-72
[2025-11-07T04:36:22.575289] LAT:12.971278, LON:79.152303, ALT:306.6, SPD:1.3, SAT:7, BAT:3.625, RSSI:-56
[2025-11-07T04:36:20.564238] LAT:12.971269, LON:79.152299, ALT:310.4, SPD:1.94, SAT:5, BAT:3.626, RSSI:-48
[2025-11-07T04:36:18.554522] LAT:12.97126, LON:79.152294, ALT:305.0, SPD:1.07, SAT:9, BAT:3.626, RSSI:-50
[2025-11-07T04:36:16.546127] LAT:12.971254, LON:79.152287, ALT:307.0, SPD:2.48, SAT:7, BAT:3.626, RSSI:-62
[2025-11-07T04:36:14.532839] LAT:12.971245, LON:79.152282, ALT:309.6, SPD:1.09, SAT:9, BAT:3.626, RSSI:-64
[2025-11-07T04:36:12.520337] LAT:12.971239, LON:79.152274, ALT:311.7, SPD:1.06, SAT:6, BAT:3.626, RSSI:-70
[2025-11-07T04:36:10.507130] LAT:12.971231, LON:79.152268, ALT:312.5, SPD:0.92, SAT:7, BAT:3.626, RSSI:-45
[2025-11-07T04:36:08.495790] LAT:12.971224, LON:79.152261, ALT:305.2, SPD:2.43, SAT:7, BAT:3.627, RSSI:-62
[2025-11-07T04:36:06.466286] LAT:12.971214, LON:79.152257, ALT:312.9, SPD:2.44, SAT:9, BAT:3.627, RSSI:-72
[2025-11-07T04:36:04.446598] LAT:12.971205, LON:79.152255, ALT:305.4, SPD:0.95, SAT:8, BAT:3.627, RSSI:-53
[2025-11-07T04:36:02.432143] LAT:12.971196, LON:79.15225, ALT:306.7, SPD:1.6, SAT:9, BAT:3.627, RSSI:-51
[2025-11-07T04:36:00.416150] LAT:12.971186, LON:79.15225, ALT:309.6, SPD:2.18, SAT:5, BAT:3.628, RSSI:-62
[2025-11-07T04:35:58.402851] LAT:12.971176, LON:79.152249, ALT:306.4, SPD:2.0, SAT:8, BAT:3.628, RSSI:-51
[2025-11-07T04:35:56.387812] LAT:12.971166, LON:79.152246, ALT:312.3, SPD:1.76, SAT:6, BAT:3.628, RSSI:-62
[2025-11-07T04:35:54.376088] LAT:12.971158, LON:79.152241, ALT:305.1, SPD:1.34, SAT:8, BAT:3.628, RSSI:-48
[2025-11-07T04:35:52.361406] LAT:12.971148, LON:79.152239, ALT:309.8, SPD:0.7, SAT:6, BAT:3.628, RSSI:-61
[2025-11-07T04:35:50.346498] LAT:12.971139, LON:79.152243, ALT:314.7, SPD:1.81, SAT:6, BAT:3.629, RSSI:-48
[2025-11-07T04:35:48.330873] LAT:12.971131, LON:79.152249, ALT:313.0, SPD:1.93, SAT:9, BAT:3.629, RSSI:-64
[2025-11-07T04:35:46.316790] LAT:12.971127, LON:79.152258, ALT:307.9, SPD:1.48, SAT:8, BAT:3.629, RSSI:-75
[2025-11-07T04:35:44.301590] LAT:12.971119, LON:79.152264, ALT:309.4, SPD:0.52, SAT:9, BAT:3.629, RSSI:-56
[2025-11-07T04:35:42.286104] LAT:12.971112, LON:79.152271, ALT:311.3, SPD:1.48, SAT:5, BAT:3.629, RSSI:-62
[2025-11-07T04:35:40.270382] LAT:12.971102, LON:79.152275, ALT:306.8, SPD:2.4, SAT:8, BAT:3.63, RSSI:-60
[2025-11-07T04:35:38.255635] LAT:12.971093, LON:79.152279, ALT:305.5, SPD:1.14, SAT:7, BAT:3.63, RSSI:-56
[2025-11-07T04:35:36.241658] LAT:12.971086, LON:79.152286, ALT:314.3, SPD:1.53, SAT:7, BAT:3.63, RSSI:-46
[2025-11-07T04:35:34.226628] LAT:12.971078, LON:79.152291, ALT:307.9, SPD:1.78, SAT:6, BAT:3.63, RSSI:-46
[2025-11-07T04:35:32.212442] LAT:12.971071, LON:79.152299, ALT:307.9, SPD:1.15, SAT:9, BAT:3.63, RSSI:-67
[2025-11-07T04:35:30.198973] LAT:12.971062, LON:79.152303, ALT:314.4, SPD:1.83, SAT:8, BAT:3.631, RSSI:-55
[2025-11-07T04:35:28.185012] LAT:12.971052, LON:79.152306, ALT:313.5, SPD:1.4, SAT:8, BAT:3.631, RSSI:-60
[2025-11-07T04:35:26.168578] LAT:12.971043, LON:79.152308, ALT:307.9, SPD:0.61, SAT:9, BAT:3.631, RSSI:-52
[2025-11-07T04:35:24.149595] LAT:12.971034, LON:79.152313, ALT:311.3, SPD:1.66, SAT:5, BAT:3.631, RSSI:-48
[2025-11-07T04:35:22.137070] LAT:12.971026, LON:79.152319, ALT:310.0, SPD:1.27, SAT:9, BAT:3.631, RSSI:-64
[2025-11-07T04:35:20.121563] LAT:12.971017, LON:79.152324, ALT:313.4, SPD:1.98, SAT:6, BAT:3.632, RSSI:-65
[2025-11-07T04:35:18.107465] LAT:12.971007, LON:79.152326, ALT:307.5, SPD:1.98, SAT:5, BAT:3.632, RSSI:-74
[2025-11-07T04:35:16.092055] LAT:12.970997, LON:79.152325, ALT:309.1, SPD:1.62, SAT:9, BAT:3.632, RSSI:-47
[2025-11-07T04:35:14.076229] LAT:12.970987, LON:79.152323, ALT:308.3, SPD:2.4, SAT:8, BAT:3.632, RSSI:-61
[2025-11-07T04:35:12.063154] LAT:12.970977, LON:79.152324, ALT:305.2, SPD:2.33, SAT:7, BAT:3.632, RSSI:-60
[2025-11-07T04:35:10.048972] LAT:12.970968, LON:79.152321, ALT:306.9, SPD:1.73, SAT:8, BAT:3.633, RSSI:-62
[2025-11-07T04:35:08.032441] LAT:12.970958, LON:79.152318, ALT:306.5, SPD:1.68, SAT:5, BAT:3.633, RSSI:-64
[2025-11-07T04:35:06.017782] LAT:12.970948, LON:79.15232, ALT:305.8, SPD:1.88, SAT:9, BAT:3.633, RSSI:-59
[2025-11-07T04:35:04.004374] LAT:12.970939, LON:79.152324, ALT:307.4, SPD:1.26, SAT:7, BAT:3.633, RSSI:-67
[2025-11-07T04:35:01.990807] LAT:12.97093, LON:79.152327, ALT:310.2, SPD:0.97, SAT:5, BAT:3.633, RSSI:-70
[2025-11-07T04:34:59.977323] LAT:12.97092, LON:79.152328, ALT:306.5, SPD:0.55, SAT:7, BAT:3.634, RSSI:-72
[2025-11-07T04:34:57.962575] LAT:12.970911, LON:79.152333, ALT:313.4, SPD:1.39, SAT:7, BAT:3.634, RSSI:-49
[2025-11-07T04:34:55.945822] LAT:12.970906, LON:79.152341, ALT:311.0, SPD:1.99, SAT:9, BAT:3.634, RSSI:-45
[2025-11-07T04:34:53.930793] LAT:12.970897, LON:79.152347, ALT:306.3, SPD:1.85, SAT:9, BAT:3.634, RSSI:-71
[2025-11-07T04:34:51.917412] LAT:12.97089, LON:79.152354, ALT:305.3, SPD:1.08, SAT:7, BAT:3.634, RSSI:-66
[2025-11-07T04:34:49.902386] LAT:12.970883, LON:79.15236, ALT:309.8, SPD:2.26, SAT:8, BAT:3.634, RSSI:-45
[2025-11-07T04:34:47.885519] LAT:12.970878, LON:79.152369, ALT:307.8, SPD:1.49, SAT:5, BAT:3.634, RSSI:-67
[2025-11-07T04:34:45.870835] LAT:12.970878, LON:79.152379, ALT:313.4, SPD:2.03, SAT:6, BAT:3.635, RSSI:-65
[2025-11-07T04:34:43.854948] LAT:12.970875, LON:79.152389, ALT:309.8, SPD:1.85, SAT:9, BAT:3.635, RSSI:-74
[2025-11-07T04:34:41.841626] LAT:12.970876, LON:79.152399, ALT:310.4, SPD:2.36, SAT:7, BAT:3.635, RSSI:-67
[2025-11-07T04:34:39.825151] LAT:12.970873, LON:79.152409, ALT:308.3, SPD:1.98, SAT:5, BAT:3.635, RSSI:-45
[2025-11-07T04:34:37.811751] LAT:12.970869, LON:79.152418, ALT:313.8, SPD:1.37, SAT:5, BAT:3.636, RSSI:-53
[2025-11-07T04:34:35.784790] LAT:12.970867, LON:79.152428, ALT:314.3, SPD:0.89, SAT:7, BAT:3.636, RSSI:-48
[2025-11-07T04:34:33.770501] LAT:12.97087, LON:79.152437, ALT:306.6, SPD:1.44, SAT:6, BAT:3.636, RSSI:-70
[2025-11-07T04:34:33.688220] LAT:12.968391, LON:79.156418, ALT:313.6, SPD:1.12, SAT:9, BAT:3.638, RSSI:-51
[2025-11-07T04:34:31.755831] LAT:12.970874, LON:79.152446, ALT:313.2, SPD:2.49, SAT:8, BAT:3.636, RSSI:-51
[2025-11-07T04:34:31.673082] LAT:12.968381, LON:79.15642, ALT:313.7, SPD:2.48, SAT:8, BAT:3.638, RSSI:-54
[2025-11-07T04:34:29.737368] LAT:12.970882, LON:79.152452, ALT:306.4, SPD:0.62, SAT:9, BAT:3.636, RSSI:-53
[2025-11-07T04:34:29.654660] LAT:12.968371, LON:79.156419, ALT:312.6, SPD:2.47, SAT:8, BAT:3.638, RSSI:-54
[2025-11-07T04:34:27.720402] LAT:12.970889, LON:79.15246, ALT:311.4, SPD:1.23, SAT:5, BAT:3.637, RSSI:-52
[2025-11-07T04:34:27.635999] LAT:12.968362, LON:79.156423, ALT:310.1, SPD:0.75, SAT:5, BAT:3.638, RSSI:-72
[2025-11-07T04:34:25.698970] LAT:12.970898, LON:79.152464, ALT:309.3, SPD:1.41, SAT:7, BAT:3.637, RSSI:-65
[2025-11-07T04:34:25.619033] LAT:12.968354, LON:79.15643, ALT:311.9, SPD:2.46, SAT:8, BAT:3.639, RSSI:-62
[2025-11-07T04:34:23.684816] LAT:12.970908, LON:79.152466, ALT:312.6, SPD:2.05, SAT:9, BAT:3.637, RSSI:-49
[2025-11-07T04:34:23.600956] LAT:12.968349, LON:79.156438, ALT:312.1, SPD:0.97, SAT:9, BAT:3.639, RSSI:-65
[2025-11-07T04:34:21.663345] LAT:12.970916, LON:79.152472, ALT:307.6, SPD:1.16, SAT:7, BAT:3.637, RSSI:-59
[2025-11-07T04:34:21.575508] LAT:12.968345, LON:79.156447, ALT:312.6, SPD:0.95, SAT:5, BAT:3.639, RSSI:-57
[2025-11-07T04:34:19.651558] LAT:12.970925, LON:79.152476, ALT:306.9, SPD:1.25, SAT:5, BAT:3.637, RSSI:-45
[2025-11-07T04:34:19.562305] LAT:12.968336, LON:79.156453, ALT:311.1, SPD:1.11, SAT:5, BAT:3.639, RSSI:-57
[2025-11-07T04:34:17.634541] LAT:12.970933, LON:79.152482, ALT:314.6, SPD:1.62, SAT:8, BAT:3.638, RSSI:-71
[2025-11-07T04:34:17.541907] LAT:12.968328, LON:79.156458, ALT:311.7, SPD:0.64, SAT:8, BAT:3.639, RSSI:-74
[2025-11-07T04:34:15.623140] LAT:12.970942, LON:79.152487, ALT:309.0, SPD:1.14, SAT:8, BAT:3.638, RSSI:-57
[2025-11-07T04:34:15.530603] LAT:12.968319, LON:79.156463, ALT:313.4, SPD:1.98, SAT:8, BAT:3.639, RSSI:-72
[2025-11-07T04:34:13.606265] LAT:12.970951, LON:79.15249, ALT:311.4, SPD:2.45, SAT:5, BAT:3.638, RSSI:-48
[2025-11-07T04:34:11.592570] LAT:12.970961, LON:79.152489, ALT:312.1, SPD:2.25, SAT:7, BAT:3.638, RSSI:-51
[2025-11-07T04:34:09.578787] LAT:12.970971, LON:79.152486, ALT:308.5, SPD:0.97, SAT:5, BAT:3.639, RSSI:-50
[2025-11-07T04:34:07.563741] LAT:12.970979, LON:79.15248, ALT:314.7, SPD:1.32, SAT:9, BAT:3.639, RSSI:-48
[2025-11-07T04:34:05.549677] LAT:12.970986, LON:79.152473, ALT:306.2, SPD:1.53, SAT:6, BAT:3.639, RSSI:-48
[2025-11-07T04:34:03.535193] LAT:12.970991, LON:79.152464, ALT:313.8, SPD:2.32, SAT:5, BAT:3.639, RSSI:-62
[2025-11-07T04:34:01.518183] LAT:12.970998, LON:79.152457, ALT:312.0, SPD:0.75, SAT:5, BAT:3.639, RSSI:-72
[2025-11-07T04:33:59.500831] LAT:12.971006, LON:79.152451, ALT:310.2, SPD:1.58, SAT:8, BAT:3.64, RSSI:-73
[2025-11-07T04:33:57.484209] LAT:12.971014, LON:79.152444, ALT:312.6, SPD:2.26, SAT:5, BAT:3.64, RSSI:-61
[2025-11-07T04:33:55.470256] LAT:12.971023, LON:79.152442, ALT:307.7, SPD:1.4, SAT:6, BAT:3.64, RSSI:-58
[2025-11-07T04:33:53.455113] LAT:12.971033, LON:79.152444, ALT:308.7, SPD:1.48, SAT:8, BAT:3.64, RSSI:-72
[2025-11-07T04:33:51.441643] LAT:12.971041, LON:79.15245, ALT:312.5, SPD:1.6, SAT:6, BAT:3.641, RSSI:-67
[2025-11-07T04:33:49.427610] LAT:12.97105, LON:79.152456, ALT:306.6, SPD:2.14, SAT:6, BAT:3.641, RSSI:-59
[2025-11-07T04:33:47.415017] LAT:12.971057, LON:79.152462, ALT:310.0, SPD:0.9, SAT:6, BAT:3.641, RSSI:-65
[2025-11-07T04:33:45.401370] LAT:12.971064, LON:79.15247, ALT:313.3, SPD:2.27, SAT:6, BAT:3.641, RSSI:-51
[2025-11-07T04:33:43.386552] LAT:12.97107, LON:79.152478, ALT:310.1, SPD:2.23, SAT:6, BAT:3.642, RSSI:-46
[2025-11-07T04:33:41.368909] LAT:12.971072, LON:79.152488, ALT:311.6, SPD:1.27, SAT:9, BAT:3.642, RSSI:-62
[2025-11-07T04:33:39.359378] LAT:12.971069, LON:79.152497, ALT:314.4, SPD:2.4, SAT:8, BAT:3.642, RSSI:-50
[2025-11-07T04:33:37.344649] LAT:12.97107, LON:79.152507, ALT:312.3, SPD:1.41, SAT:6, BAT:3.642, RSSI:-63
[2025-11-07T04:33:35.331239] LAT:12.971073, LON:79.152517, ALT:312.5, SPD:0.54, SAT:8, BAT:3.642, RSSI:-67
[2025-11-07T04:33:33.319029] LAT:12.971074, LON:79.152527, ALT:313.4, SPD:1.0, SAT:6, BAT:3.642, RSSI:-49
[2025-11-07T04:33:31.305075] LAT:12.971069, LON:79.152536, ALT:312.5, SPD:2.2, SAT:5, BAT:3.643, RSSI:-67
[2025-11-07T04:33:29.290847] LAT:12.971064, LON:79.152544, ALT:309.1, SPD:2.08, SAT:6, BAT:3.643, RSSI:-60
[2025-11-07T04:33:27.284155] LAT:12.971063, LON:79.152554, ALT:309.4, SPD:1.84, SAT:6, BAT:3.643, RSSI:-69
[2025-11-07T04:33:25.270824] LAT:12.971064, LON:79.152564, ALT:310.2, SPD:0.87, SAT:8, BAT:3.643, RSSI:-52
[2025-11-07T04:33:23.259688] LAT:12.97106, LON:79.152573, ALT:308.7, SPD:1.12, SAT:6, BAT:3.643, RSSI:-67
[2025-11-07T04:33:21.247120] LAT:12.971055, LON:79.152582, ALT:313.3, SPD:1.17, SAT:6, BAT:3.644, RSSI:-65
[2025-11-07T04:33:19.232439] LAT:12.971052, LON:79.152592, ALT:310.7, SPD:1.77, SAT:9, BAT:3.644, RSSI:-67
[2025-11-07T04:33:17.222581] LAT:12.971045, LON:79.152599, ALT:313.6, SPD:2.42, SAT:8, BAT:3.644, RSSI:-69
[2025-11-07T04:33:15.211303] LAT:12.971036, LON:79.152603, ALT:309.6, SPD:0.6, SAT:8, BAT:3.644, RSSI:-55
[2025-11-07T04:33:13.197814] LAT:12.971027, LON:79.152607, ALT:307.5, SPD:0.64, SAT:7, BAT:3.644, RSSI:-70
[2025-11-07T04:33:11.186269] LAT:12.971018, LON:79.152611, ALT:312.9, SPD:2.4, SAT:7, BAT:3.644, RSSI:-64
[2025-11-07T04:33:09.175955] LAT:12.971012, LON:79.152619, ALT:305.6, SPD:1.29, SAT:9, BAT:3.645, RSSI:-74
[2025-11-07T04:33:07.165940] LAT:12.97101, LON:79.152629, ALT:307.6, SPD:1.19, SAT:6, BAT:3.645, RSSI:-57
[2025-11-07T04:33:05.149898] LAT:12.971007, LON:79.152639, ALT:305.5, SPD:1.76, SAT:8, BAT:3.645, RSSI:-68
[2025-11-07T04:33:03.136539] LAT:12.971002, LON:79.152647, ALT:309.2, SPD:0.58, SAT:5, BAT:3.645, RSSI:-72
[2025-11-07T04:33:01.118570] LAT:12.970994, LON:79.152654, ALT:307.8, SPD:0.86, SAT:8, BAT:3.645, RSSI:-46
[2025-11-07T04:32:59.102465] LAT:12.970986, LON:79.152659, ALT:314.7, SPD:1.43, SAT:7, BAT:3.646, RSSI:-60
[2025-11-07T04:32:57.091908] LAT:12.970981, LON:79.152668, ALT:307.0, SPD:0.87, SAT:6, BAT:3.646, RSSI:-52
[2025-11-07T04:32:55.081568] LAT:12.970978, LON:79.152678, ALT:307.1, SPD:1.56, SAT:9, BAT:3.646, RSSI:-46
[2025-11-07T04:32:53.066921] LAT:12.970975, LON:79.152687, ALT:310.6, SPD:0.64, SAT:8, BAT:3.646, RSSI:-47
[2025-11-07T04:32:51.055658] LAT:12.97097, LON:79.152695, ALT:308.0, SPD:0.99, SAT:7, BAT:3.647, RSSI:-74
[2025-11-07T04:32:49.041999] LAT:12.970967, LON:79.152705, ALT:312.5, SPD:1.64, SAT:6, BAT:3.647, RSSI:-65
[2025-11-07T04:32:47.023049] LAT:12.970964, LON:79.152715, ALT:312.8, SPD:2.46, SAT:9, BAT:3.647, RSSI:-68
[2025-11-07T04:32:44.999419] LAT:12.970959, LON:79.152723, ALT:307.1, SPD:0.7, SAT:8, BAT:3.647, RSSI:-53
[2025-11-07T04:32:42.983633] LAT:12.970955, LON:79.152732, ALT:312.4, SPD:1.03, SAT:6, BAT:3.647, RSSI:-49
[2025-11-07T04:32:40.975016] LAT:12.970955, LON:79.152742, ALT:311.6, SPD:0.7, SAT:6, BAT:3.648, RSSI:-65
[2025-11-07T04:32:38.963070] LAT:12.970958, LON:79.152752, ALT:306.8, SPD:1.5, SAT:8, BAT:3.648, RSSI:-75
[2025-11-07T04:32:36.948917] LAT:12.970956, LON:79.152762, ALT:314.8, SPD:1.81, SAT:6, BAT:3.648, RSSI:-61
[2025-11-07T04:32:34.938191] LAT:12.970956, LON:79.152772, ALT:305.7, SPD:2.43, SAT:6, BAT:3.648, RSSI:-69
[2025-11-07T04:32:32.923011] LAT:12.97096, LON:79.152781, ALT:306.2, SPD:1.32, SAT:9, BAT:3.649, RSSI:-57
[2025-11-07T04:32:30.909291] LAT:12.970963, LON:79.152791, ALT:314.7, SPD:0.83, SAT:6, BAT:3.649, RSSI:-73
[2025-11-07T04:32:28.897646] LAT:12.970968, LON:79.1528, ALT:312.1, SPD:1.19, SAT:5, BAT:3.649, RSSI:-58
[2025-11-07T04:32:26.889072] LAT:12.970971, LON:79.152809, ALT:313.8, SPD:0.61, SAT:7, BAT:3.649, RSSI:-69
[2025-11-07T04:32:24.881288] LAT:12.970974, LON:79.152819, ALT:309.1, SPD:1.76, SAT:9, BAT:3.649, RSSI:-70
[2025-11-07T04:32:22.873315] LAT:12.970978, LON:79.152828, ALT:314.4, SPD:0.51, SAT:8, BAT:3.65, RSSI:-71
[2025-11-07T04:32:20.866446] LAT:12.97098, LON:79.152838, ALT:312.4, SPD:2.1, SAT:7, BAT:3.65, RSSI:-48
[2025-11-07T04:32:18.859830] LAT:12.970979, LON:79.152848, ALT:308.9, SPD:1.93, SAT:6, BAT:3.65, RSSI:-75
[2025-11-07T04:32:16.850419] LAT:12.970975, LON:79.152857, ALT:309.7, SPD:1.87, SAT:9, BAT:3.65, RSSI:-46
[2025-11-07T04:32:14.841002] LAT:12.970969, LON:79.152864, ALT:314.7, SPD:1.29, SAT:5, BAT:3.65, RSSI:-56
[2025-11-07T04:32:12.833599] LAT:12.97096, LON:79.15287, ALT:308.9, SPD:1.55, SAT:8, BAT:3.65, RSSI:-75
[2025-11-07T04:32:10.816321] LAT:12.97095, LON:79.152871, ALT:305.3, SPD:1.95, SAT:9, BAT:3.65, RSSI:-45
[2025-11-07T04:32:08.803725] LAT:12.970941, LON:79.152873, ALT:310.9, SPD:1.47, SAT:7, BAT:3.651, RSSI:-64
[2025-11-07T04:32:06.791733] LAT:12.970931, LON:79.152874, ALT:309.8, SPD:1.65, SAT:9, BAT:3.651, RSSI:-71
[2025-11-07T04:32:04.773605] LAT:12.970921, LON:79.152873, ALT:309.1, SPD:2.1, SAT:6, BAT:3.651, RSSI:-49
[2025-11-07T04:32:02.759696] LAT:12.970911, LON:79.152874, ALT:307.6, SPD:1.91, SAT:9, BAT:3.651, RSSI:-61
[2025-11-07T04:32:00.749472] LAT:12.970901, LON:79.152872, ALT:314.5, SPD:2.43, SAT:9, BAT:3.652, RSSI:-67
